set_num;name;year;theme_id;theme_name;num_parts;img_url;Price
41752-1;Sea Rescue Plane;2023;494;Friends;203;https://cdn.rebrickable.com/media/sets/41752-1.jpg;19.99
41754-1;Leo's Room;2023;494;Friends;203;https://cdn.rebrickable.com/media/sets/41754-1.jpg;19.99
21252-1;The Armoury;2023;577;Minecraft;203;https://cdn.rebrickable.com/media/sets/21252-1.jpg;19.99
41739-1;Liann's Room;2023;494;Friends;204;https://cdn.rebrickable.com/media/sets/41739-1.jpg;19.99
21253-1;The Animal Sanctuary;2023;577;Minecraft;206;https://cdn.rebrickable.com/media/sets/21253-1.jpg;19.99
41740-1;Aliya's Room;2023;494;Friends;208;https://cdn.rebrickable.com/media/sets/41740-1.jpg;19.99
76958-1;Dilophosaurus Ambush;2023;602;Jurassic World;211;https://cdn.rebrickable.com/media/sets/76958-1.jpg;19.99
42149-1;Monster Jam Dragon;2023;1;Technic;217;https://cdn.rebrickable.com/media/sets/42149-1.jpg;19.99
71781-1;Lloyd's Mech Battle EVO;2023;435;Ninjago;234;https://cdn.rebrickable.com/media/sets/71781-1.jpg;19.99
71454-1;Mateo and Z-Blob the Robot;2023;749;Dreamzzz;237;https://cdn.rebrickable.com/media/sets/71454-1.jpg;19.99
42150-1;Monster Jam Monster Mutt Dalmatian;2023;1;Technic;244;https://cdn.rebrickable.com/media/sets/42150-1.jpg;19.99
80041-1;Mei's Dragon Jet;2023;693;Monkie Kid;246;https://cdn.rebrickable.com/media/sets/80041-1.jpg;19.99
40618-1;Kingsley Shacklebolt & Nymphadora Tonks;2023;610;Brickheadz;250;https://cdn.rebrickable.com/media/sets/40618-1.jpg;19.99
71453-1;Izzie and Bunchu the Bunny;2023;749;Dreamzzz;259;https://cdn.rebrickable.com/media/sets/71453-1.jpg;19.99
40632-1;Aragorn and Arwen;2023;610;Brickheadz;261;https://cdn.rebrickable.com/media/sets/40632-1.jpg;19.99
40617-1;Draco Malfoy & Cedric Diggory;2023;610;Brickheadz;262;https://cdn.rebrickable.com/media/sets/40617-1.jpg;19.99
40616-1;Harry Potter & Cho Chang;2023;610;Brickheadz;267;https://cdn.rebrickable.com/media/sets/40616-1.jpg;19.99
80040-1;Monkie Kid's Combi Mech;2023;693;Monkie Kid;277;https://cdn.rebrickable.com/media/sets/80040-1.jpg;19.99
40643-1;Jade Rabbit;2023;686;Chinese Traditional Festivals;288;https://cdn.rebrickable.com/media/sets/40643-1.jpg;19.99
40620-1;Cruella & Maleficent;2023;610;Brickheadz;320;https://cdn.rebrickable.com/media/sets/40620-1.jpg;19.99
11027-1;Creative Neon Fun;2023;621;Classic;333;https://cdn.rebrickable.com/media/sets/11027-1.jpg;19.99
11028-1;Creative Pastel Fun;2023;621;Classic;333;https://cdn.rebrickable.com/media/sets/11028-1.jpg;19.99
40631-1;Gandalf the Grey and Balrog;2023;610;Brickheadz;348;https://cdn.rebrickable.com/media/sets/40631-1.jpg;19.99
40621-1;Moana & Merida;2023;610;Brickheadz;410;https://cdn.rebrickable.com/media/sets/40621-1.jpg;19.99
42157-1;John Deere 948L-II Skidder;2023;1;Technic;1492;https://cdn.rebrickable.com/media/sets/42157-1.jpg;199.99
42156-1;Peugeot 9X8 Le Mans Hybrid Hypercar;2023;1;Technic;1775;https://cdn.rebrickable.com/media/sets/42156-1.jpg;199.99
60380-1;Downtown;2023;52;City;2010;https://cdn.rebrickable.com/media/sets/60380-1.jpg;199.99
10318-1;Concorde;2023;721;Icons;2083;https://cdn.rebrickable.com/media/sets/10318-1.jpg;199.99
31209-1;The Amazing Spider-Man;2023;709;LEGO Art;2099;https://cdn.rebrickable.com/media/sets/31209-1.jpg;199.99
75371-1;Chewbacca;2023;158;Star Wars;2319;https://cdn.rebrickable.com/media/sets/75371-1.jpg;199.99
76262-1;Captain America's Shield;2023;702;Avengers;3128;https://cdn.rebrickable.com/media/sets/76262-1.jpg;199.99
10320-1;Eldorado Fortress;2023;721;Icons;2509;https://cdn.rebrickable.com/media/sets/10320-1.jpg;214.99
21341-1;Hocus Pocus;2023;576;LEGO Ideas and CUUSOO;2316;https://cdn.rebrickable.com/media/sets/21341-1.jpg;229.99
10312-1;Jazz Club;2023;155;Modular Buildings;2900;https://cdn.rebrickable.com/media/sets/10312-1.jpg;229.99
30654-1;X-Wing Starfighter;2023;158;Star Wars;87;https://cdn.rebrickable.com/media/sets/30654-1.jpg;239.99
42159-1;Yamaha MT-10 SP;2023;1;Technic;1478;https://cdn.rebrickable.com/media/sets/42159-1.jpg;239.99
10317-1;Land Rover Classic Defender 90;2023;721;Icons;2344;https://cdn.rebrickable.com/media/sets/10317-1.jpg;239.99
75575-1;Ilu Discovery;2023;724;Avatar;182;https://cdn.rebrickable.com/media/sets/75575-1.jpg;24.99
76244-1;Miles Morales vs. Morbius;2023;706;Spider-Man;223;https://cdn.rebrickable.com/media/sets/76244-1.jpg;24.99
21242-1;The End Arena;2023;577;Minecraft;252;https://cdn.rebrickable.com/media/sets/21242-1.jpg;24.99
21241-1;The Bee Cottage;2023;577;Minecraft;254;https://cdn.rebrickable.com/media/sets/21241-1.jpg;24.99
76915-1;Pagani Utopia;2023;601;Speed Champions;256;https://cdn.rebrickable.com/media/sets/76915-1.jpg;24.99
76914-1;Ferrari 812 Competizione;2023;601;Speed Champions;268;https://cdn.rebrickable.com/media/sets/76914-1.jpg;24.99
76916-1;Porsche 963;2023;601;Speed Champions;287;https://cdn.rebrickable.com/media/sets/76916-1.jpg;24.99
76917-1;2 Fast 2 Furious Nissan Skyline GT-R (R34);2023;601;Speed Champions;319;https://cdn.rebrickable.com/media/sets/76917-1.jpg;24.99
40648-1;Money Tree;2023;686;Chinese Traditional Festivals;336;https://cdn.rebrickable.com/media/sets/40648-1.jpg;24.99
41805-1;Creative Animal Drawer;2023;688;DOTS;643;https://cdn.rebrickable.com/media/sets/41805-1.jpg;24.99
76264-1;Batmobile Pursuit: Batman vs. The Joker;2023;697;Batman;54;https://cdn.rebrickable.com/media/sets/76264-1.jpg;26.99
76263-1;Iron Man Hulkbuster vs. Thanos;2023;702;Avengers;66;https://cdn.rebrickable.com/media/sets/76263-1.jpg;26.99
71421-1;Dixie Kong's Jungle Jam Expansion Set;2023;690;Super Mario;174;https://cdn.rebrickable.com/media/sets/71421-1.jpg;26.99
21247-1;The Axolotl House;2023;577;Minecraft;242;https://cdn.rebrickable.com/media/sets/21247-1.jpg;26.99
10323-1;PAC-MAN Arcade;2023;721;Icons;2651;https://cdn.rebrickable.com/media/sets/10323-1.jpg;269.99
10996-1;Lightning McQueen & Mater's Car Wash Fun;2023;506;Cars;29;https://cdn.rebrickable.com/media/sets/10996-1.jpg;29.99
10983-1;Organic Market;2023;504;Duplo;40;https://cdn.rebrickable.com/media/sets/10983-1.jpg;29.99
60359-1;Dunk Stunt Ramp Challenge;2023;744;Stuntz;144;https://cdn.rebrickable.com/media/sets/60359-1.jpg;29.99
60373-1;Fire Rescue Boat;2023;58;Fire;147;https://cdn.rebrickable.com/media/sets/60373-1.jpg;29.99
41746-1;Horse Training;2023;494;Friends;149;https://cdn.rebrickable.com/media/sets/41746-1.jpg;29.99
60369-1;Mobile Police Dog Training;2023;61;Police;197;https://cdn.rebrickable.com/media/sets/60369-1.jpg;29.99
60387-1;4x4 Off-Roader Adventures;2023;64;Off-Road;252;https://cdn.rebrickable.com/media/sets/60387-1.jpg;29.99
60386-1;Recycling Truck;2023;52;City;261;https://cdn.rebrickable.com/media/sets/60386-1.jpg;29.99
40658-1;Millennium Falcon Holiday Diorama;2023;158;Star Wars;282;https://cdn.rebrickable.com/media/sets/40658-1.jpg;29.99
76256-1;Ant-Man Construction Figure;2023;696;Super Heroes Marvel;289;https://cdn.rebrickable.com/media/sets/76256-1.jpg;29.99
60397-1;Monster Truck Race;2023;52;City;301;https://cdn.rebrickable.com/media/sets/60397-1.jpg;29.99
41728-1;Heartlake Downtown Diner;2023;494;Friends;346;https://cdn.rebrickable.com/media/sets/41728-1.jpg;29.99
60396-1;Modified Race Cars;2023;52;City;359;https://cdn.rebrickable.com/media/sets/60396-1.jpg;29.99
60395-1;Combo Race Pack;2023;52;City;362;https://cdn.rebrickable.com/media/sets/60395-1.jpg;29.99
40657-1;Dream Village;2023;749;Dreamzzz;435;https://cdn.rebrickable.com/media/sets/40657-1.jpg;29.99
41749-1;News Van;2023;494;Friends;446;https://cdn.rebrickable.com/media/sets/41749-1.jpg;29.99
31137-1;Adorable Dogs;2023;672;Creator 3-in-1;475;https://cdn.rebrickable.com/media/sets/31137-1.jpg;29.99
31143-1;Birdhouse;2023;672;Creator 3-in-1;476;https://cdn.rebrickable.com/media/sets/31143-1.jpg;29.99
21344-1;The Orient Express Train;2023;576;LEGO Ideas and CUUSOO;2540;https://cdn.rebrickable.com/media/sets/21344-1.jpg;299.99
10326-1;Natural History Museum;2023;155;Modular Buildings;4015;https://cdn.rebrickable.com/media/sets/10326-1.jpg;299.99
60362-1;Car Wash;2023;52;City;243;https://cdn.rebrickable.com/media/sets/60362-1.jpg;32.99
76259-1;Batman Construction Figure;2023;697;Batman;275;https://cdn.rebrickable.com/media/sets/76259-1.jpg;32.99
76258-1;Captain America Construction Figure;2023;702;Avengers;310;https://cdn.rebrickable.com/media/sets/76258-1.jpg;32.99
76257-1;Wolverine Construction Figure;2023;707;X-Men;327;https://cdn.rebrickable.com/media/sets/76257-1.jpg;32.99
10787-1;Kitty Fairy's Garden Party;2023;748;Gabby’s Dollhouse;130;https://cdn.rebrickable.com/media/sets/10787-1.jpg;34.99
43219-1;Disney Princess Creative Castles​;2023;579;Disney Princess;140;https://cdn.rebrickable.com/media/sets/43219-1.jpg;34.99
10790-1;Team Spidey at Green Goblin's Lighthouse;2023;755;Spidey and His Amazing Friends;149;https://cdn.rebrickable.com/media/sets/10790-1.jpg;34.99
71798-1;Nya and Arin's Baby Dragon Battle;2023;435;Ninjago;157;https://cdn.rebrickable.com/media/sets/71798-1.jpg;34.99
71416-1;Lava Wave Ride Expansion Set;2023;690;Super Mario;218;https://cdn.rebrickable.com/media/sets/71416-1.jpg;34.99
75360-1;Yoda's Jedi Starfighter;2023;158;Star Wars;253;https://cdn.rebrickable.com/media/sets/75360-1.jpg;34.99
75576-1;Skimwing Adventure;2023;724;Avatar;262;https://cdn.rebrickable.com/media/sets/75576-1.jpg;34.99
76245-1;Ghost Rider Mech & Bike;2023;696;Super Heroes Marvel;264;https://cdn.rebrickable.com/media/sets/76245-1.jpg;34.99
75346-1;Pirate Snub Fighter;2023;158;Star Wars;285;https://cdn.rebrickable.com/media/sets/75346-1.jpg;34.99
76409-1;Gryffindor House Banner;2023;246;Harry Potter;285;https://cdn.rebrickable.com/media/sets/76409-1.jpg;34.99
76990-1;Sonic's Speed Sphere Challenge;2023;747;Sonic The Hedgehog;292;https://cdn.rebrickable.com/media/sets/76990-1.jpg;34.99
71782-1;Cole's Earth Dragon EVO;2023;435;Ninjago;297;https://cdn.rebrickable.com/media/sets/71782-1.jpg;34.99
21243-1;The Frozen Peaks;2023;577;Minecraft;304;https://cdn.rebrickable.com/media/sets/21243-1.jpg;34.99
76411-1;Ravenclaw House Banner;2023;246;Harry Potter;305;https://cdn.rebrickable.com/media/sets/76411-1.jpg;34.99
71791-1;Zane’s Dragon Power Spinjitzu Race Car;2023;435;Ninjago;307;https://cdn.rebrickable.com/media/sets/71791-1.jpg;34.99
76412-1;Hufflepuff House Banner;2023;246;Harry Potter;313;https://cdn.rebrickable.com/media/sets/76412-1.jpg;34.99
43210-1;Moana's Wayfinding Boat;2023;579;Disney Princess;321;https://cdn.rebrickable.com/media/sets/43210-1.jpg;34.99
76254-1;Baby Rocket's Ship;2023;704;Guardians of the Galaxy;330;https://cdn.rebrickable.com/media/sets/76254-1.jpg;34.99
76410-1;Slytherin House Banner;2023;246;Harry Potter;352;https://cdn.rebrickable.com/media/sets/76410-1.jpg;34.99
77012-1;Fighter Plane Chase;2023;264;Indiana Jones;387;https://cdn.rebrickable.com/media/sets/77012-1.jpg;34.99
76421-1;Dobby the House Elf;2023;246;Harry Potter;403;https://cdn.rebrickable.com/media/sets/76421-1.jpg;34.99
76918-1;McLaren Solus GT & McLaren F1 LM;2023;601;Speed Champions;587;https://cdn.rebrickable.com/media/sets/76918-1.jpg;34.99
71799-1;NINJAGO City Markets;2023;435;Ninjago;6163;https://cdn.rebrickable.com/media/sets/71799-1.jpg;369.99
71422-1;Picnic at Mario's House Expansion Set;2023;690;Super Mario;259;https://cdn.rebrickable.com/media/sets/71422-1.jpg;37.99
71455-1;Grimkeeper the Cage Monster;2023;749;Dreamzzz;274;https://cdn.rebrickable.com/media/sets/71455-1.jpg;37.99
76265-1;Batwing: Batman vs. The Joker;2023;697;Batman;357;https://cdn.rebrickable.com/media/sets/76265-1.jpg;37.99
10989-1;Water Park;2023;504;Duplo;19;https://cdn.rebrickable.com/media/sets/10989-1.jpg;39.99
60360-1;Spinning Stunt Challenge;2023;744;Stuntz;117;https://cdn.rebrickable.com/media/sets/60360-1.jpg;39.99
75358-1;Tenoo Jedi Temple;2023;158;Star Wars;124;https://cdn.rebrickable.com/media/sets/75358-1.jpg;39.99
76957-1;Velociraptor Escape;2023;602;Jurassic World;137;https://cdn.rebrickable.com/media/sets/76957-1.jpg;39.99
60375-1;Fire Station and Fire Truck;2023;58;Fire;153;https://cdn.rebrickable.com/media/sets/60375-1.jpg;39.99
60370-1;Police Station Chase;2023;61;Police;173;https://cdn.rebrickable.com/media/sets/60370-1.jpg;39.99
60377-1;Explorer Diving Boat;2023;52;City;182;https://cdn.rebrickable.com/media/sets/60377-1.jpg;39.99
41724-1;Paisley's House;2023;494;Friends;185;https://cdn.rebrickable.com/media/sets/41724-1.jpg;39.99
43212-1;Disney Celebration Train;2023;608;Disney;200;https://cdn.rebrickable.com/media/sets/43212-1.jpg;39.99
21248-1;The Pumpkin Farm;2023;577;Minecraft;257;https://cdn.rebrickable.com/media/sets/21248-1.jpg;39.99
60363-1;Ice Cream Shop;2023;52;City;296;https://cdn.rebrickable.com/media/sets/60363-1.jpg;39.99
60388-1;Gaming Tournament Truck;2023;52;City;344;https://cdn.rebrickable.com/media/sets/60388-1.jpg;39.99
76991-1;Tails' Workshop and Tornado Plane;2023;747;Sonic The Hedgehog;376;https://cdn.rebrickable.com/media/sets/76991-1.jpg;39.99
40613-1;Mini Disney Palace of Agrabah;2023;579;Disney Princess;506;https://cdn.rebrickable.com/media/sets/40613-1.jpg;39.99
40623-1;Battle of Endor Heroes;2023;610;Brickheadz;549;https://cdn.rebrickable.com/media/sets/40623-1.jpg;39.99
77013-1;Escape from the Lost Tomb;2023;264;Indiana Jones;600;https://cdn.rebrickable.com/media/sets/77013-1.jpg;39.99
76252-1;Batcave Shadowbox;2023;698;UCS;3989;https://cdn.rebrickable.com/media/sets/76252-1.jpg;399.99
43222-1;Disney Castle;2023;608;Disney;4837;https://cdn.rebrickable.com/media/sets/43222-1.jpg;399.99
76417-1;Gringotts Wizarding Bank – Collectors' Edition;2023;246;Harry Potter;4809;https://cdn.rebrickable.com/media/sets/76417-1.jpg;429.99
10984-1;Organic Garden;2023;504;Duplo;43;https://cdn.rebrickable.com/media/sets/10984-1.jpg;44.99
10992-1;Life At The Day-Care Center;2023;632;Town;67;https://cdn.rebrickable.com/media/sets/10992-1.jpg;44.99
43211-1;Aurora's Castle;2023;579;Disney Princess;187;https://cdn.rebrickable.com/media/sets/43211-1.jpg;44.99
71783-1;Kai's Mech Rider EVO;2023;435;Ninjago;323;https://cdn.rebrickable.com/media/sets/71783-1.jpg;44.99
76420-1;Triwizard Tournament: The Black Lake;2023;246;Harry Potter;349;https://cdn.rebrickable.com/media/sets/76420-1.jpg;44.99
43229-1;Ariel's Treasure Chest;2023;608;Disney;370;https://cdn.rebrickable.com/media/sets/43229-1.jpg;44.99
21244-1;The Sword Outpost;2023;577;Minecraft;427;https://cdn.rebrickable.com/media/sets/21244-1.jpg;44.99
43226-1;Disney Duos;2023;608;Disney;553;https://cdn.rebrickable.com/media/sets/43226-1.jpg;44.99
41811-1;Hogwarts Desktop Kit;2023;688;DOTS;846;https://cdn.rebrickable.com/media/sets/41811-1.jpg;44.99
71792-1;Sora's Transforming Mech Bike Racer;2023;435;Ninjago;384;https://cdn.rebrickable.com/media/sets/71792-1.jpg;47.99
71456-1;Mrs. Castillo's Turtle Van;2023;749;Dreamzzz;434;https://cdn.rebrickable.com/media/sets/71456-1.jpg;47.99
76224-1;Batmobile: Batman vs. The Joker Chase;2023;697;Batman;438;https://cdn.rebrickable.com/media/sets/76224-1.jpg;47.99
10997-1;Camping Adventure;2023;641;Mickey & Friends;37;https://cdn.rebrickable.com/media/sets/10997-1.jpg;49.99
10991-1;Dream Playground;2023;504;Duplo;75;https://cdn.rebrickable.com/media/sets/10991-1.jpg;49.99
10935-1;Alphabet Town;2023;504;Duplo;87;https://cdn.rebrickable.com/media/sets/10935-1.jpg;49.99
10791-1;Team Spidey's Mobile Headquarters;2023;755;Spidey and His Amazing Friends;187;https://cdn.rebrickable.com/media/sets/10791-1.jpg;49.99
76959-1;Triceratops Research;2023;602;Jurassic World;281;https://cdn.rebrickable.com/media/sets/76959-1.jpg;49.99
41736-1;Sea Rescue Center;2023;494;Friends;376;https://cdn.rebrickable.com/media/sets/41736-1.jpg;49.99
76247-1;The Hulkbuster: The Battle of Wakanda;2023;702;Avengers;385;https://cdn.rebrickable.com/media/sets/76247-1.jpg;49.99
76992-1;Amy's Animal Rescue Island;2023;747;Sonic The Hedgehog;388;https://cdn.rebrickable.com/media/sets/76992-1.jpg;49.99
41751-1;Skate Park;2023;494;Friends;431;https://cdn.rebrickable.com/media/sets/41751-1.jpg;49.99
71419-1;Peach's Garden Balloon Ride Expansion Set;2023;690;Super Mario;453;https://cdn.rebrickable.com/media/sets/71419-1.jpg;49.99
41759-1;Heartlake City Bus;2023;494;Friends;480;https://cdn.rebrickable.com/media/sets/41759-1.jpg;49.99
71457-1;Pegasus Flying Horse;2023;749;Dreamzzz;482;https://cdn.rebrickable.com/media/sets/71457-1.jpg;49.99
41760-1;Igloo Holiday Adventure;2023;494;Friends;491;https://cdn.rebrickable.com/media/sets/41760-1.jpg;49.99
43231-1;Asha's Cottage;2023;608;Disney;509;https://cdn.rebrickable.com/media/sets/43231-1.jpg;49.99
75361-1;Spider Tank;2023;158;Star Wars;526;https://cdn.rebrickable.com/media/sets/75361-1.jpg;49.99
80046-1;Monkie Kid's Cloud Airship;2023;693;Monkie Kid;547;https://cdn.rebrickable.com/media/sets/80046-1.jpg;49.99
21245-1;The Panda Haven;2023;577;Minecraft;553;https://cdn.rebrickable.com/media/sets/21245-1.jpg;49.99
31138-1;Beach Camper Van;2023;672;Creator 3-in-1;556;https://cdn.rebrickable.com/media/sets/31138-1.jpg;49.99
76413-1;Hogwarts: Room of Requirement;2023;246;Harry Potter;587;https://cdn.rebrickable.com/media/sets/76413-1.jpg;49.99
76249-1;Venomized Groot;2023;696;Super Heroes Marvel;630;https://cdn.rebrickable.com/media/sets/76249-1.jpg;49.99
42155-1;The Batman - Batcycle;2023;1;Technic;641;https://cdn.rebrickable.com/media/sets/42155-1.jpg;49.99
40649-1;Up-Scaled LEGO Minifigure;2023;301;Other;654;https://cdn.rebrickable.com/media/sets/40649-1.jpg;49.99
42153-1;NASCAR Next Gen Chevrolet Camaro ZL1;2023;1;Technic;672;https://cdn.rebrickable.com/media/sets/42153-1.jpg;49.99
21340-1;Tales of the Space Age;2023;576;LEGO Ideas and CUUSOO;690;https://cdn.rebrickable.com/media/sets/21340-1.jpg;49.99
10329-1;Tiny Plants;2023;721;Icons;758;https://cdn.rebrickable.com/media/sets/10329-1.jpg;49.99
31210-1;Modern Art;2023;709;LEGO Art;805;https://cdn.rebrickable.com/media/sets/31210-1.jpg;49.99
42161-1;Lamborghini Huracán Tecnica;2023;1;Technic;806;https://cdn.rebrickable.com/media/sets/42161-1.jpg;49.99
10314-1;Dried Flower Centerpiece;2023;721;Icons;812;https://cdn.rebrickable.com/media/sets/10314-1.jpg;49.99
11029-1;Creative Party Box;2023;621;Classic;900;https://cdn.rebrickable.com/media/sets/11029-1.jpg;49.99
42151-1;Bugatti Bolide;2023;1;Technic;905;https://cdn.rebrickable.com/media/sets/42151-1.jpg;49.99
42162-1;Bugatti Bolide Agile Blue;2023;1;Technic;905;https://cdn.rebrickable.com/media/sets/42162-1.jpg;49.99
41806-1;Ultimate Party Kit;2023;688;DOTS;1165;https://cdn.rebrickable.com/media/sets/41806-1.jpg;49.99
76269-1;Avengers Tower;2023;702;Avengers;5206;https://cdn.rebrickable.com/media/sets/76269-1.jpg;499.99
10316-1;Lord of the Rings: Rivendell;2023;721;Icons;6181;https://cdn.rebrickable.com/media/sets/10316-1.jpg;499.99
71793-1;Heatwave Transforming Lava Dragon;2023;435;Ninjago;479;https://cdn.rebrickable.com/media/sets/71793-1.jpg;54.99
60391-1;Construction Trucks and Wrecking Ball Crane;2023;56;Construction;235;https://cdn.rebrickable.com/media/sets/60391-1.jpg;59.99
43232-1;Peter Pan & Wendy's Flight over London;2023;608;Disney;466;https://cdn.rebrickable.com/media/sets/43232-1.jpg;59.99
60357-1;Stunt Truck & Ring of Fire Challenge;2023;744;Stuntz;479;https://cdn.rebrickable.com/media/sets/60357-1.jpg;59.99
71458-1;Crocodile Car;2023;749;Dreamzzz;494;https://cdn.rebrickable.com/media/sets/71458-1.jpg;59.99
71426-1;Piranha Plant;2023;690;Super Mario;540;https://cdn.rebrickable.com/media/sets/71426-1.jpg;59.99
71787-1;Creative Ninja Brick Box;2023;435;Ninjago;544;https://cdn.rebrickable.com/media/sets/71787-1.jpg;59.99
41745-1;Autumn's Horse Stable;2023;494;Friends;545;https://cdn.rebrickable.com/media/sets/41745-1.jpg;59.99
75577-1;Mako Submarine​;2023;724;Avatar;553;https://cdn.rebrickable.com/media/sets/75577-1.jpg;59.99
71424-1;Donkey Kong's Tree House;2023;690;Super Mario;555;https://cdn.rebrickable.com/media/sets/71424-1.jpg;59.99
71418-1;Creativity Toolbox Maker Set;2023;690;Super Mario;588;https://cdn.rebrickable.com/media/sets/71418-1.jpg;59.99
43217-1;�Up� House;2023;608;Disney;598;https://cdn.rebrickable.com/media/sets/43217-1.jpg;59.99
76993-1;Sonic vs Dr Eggman's Death Egg Robot;2023;747;Sonic The Hedgehog;615;https://cdn.rebrickable.com/media/sets/76993-1.jpg;59.99
41727-1;Dog Rescue Center;2023;494;Friends;617;https://cdn.rebrickable.com/media/sets/41727-1.jpg;59.99
31139-1;Cozy House;2023;672;Creator 3-in-1;809;https://cdn.rebrickable.com/media/sets/31139-1.jpg;59.99
10313-1;Wildflower Bouquet;2023;721;Icons;939;https://cdn.rebrickable.com/media/sets/10313-1.jpg;59.99
11030-1;Lots of Bricks;2023;621;Classic;1000;https://cdn.rebrickable.com/media/sets/11030-1.jpg;59.99
43221-1;100 Years of Disney Animation Icons;2023;608;Disney;1022;https://cdn.rebrickable.com/media/sets/43221-1.jpg;59.99
10990-1;Construction Site;2023;632;Town;61;https://cdn.rebrickable.com/media/sets/10990-1.jpg;64.99
43216-1;Princess Enchanted Journey;2023;579;Disney Princess;320;https://cdn.rebrickable.com/media/sets/43216-1.jpg;64.99
60374-1;Fire Command Truck;2023;58;Fire;502;https://cdn.rebrickable.com/media/sets/60374-1.jpg;64.99
